PULocationID,pickup_count,trip_distance_average,minutes_average,total_amount_average
193,31430,3.2761629631251075,14.20994740326023,16.54631677513805
194,5860,6.02728980768152,20.5864375934221,54.885196861545616
195,6022,7.343384889892591,25.769128511025496,32.612286607957536
196,8899,6.077971234255553,20.805185830919363,34.777897454794555
197,7225,8.246165299671537,26.05718262682962,40.65937286505693
198,3559,5.848118275794582,24.666856084326223,27.127096553694045
199,13,4.2751190476190475,23.024603174603175,26.804404761904763
200,2410,9.165024367350666,28.81610214649523,36.936541506976646
201,383,12.137577494189506,36.25718200869456,46.079303410107165
202,3468,5.307290899280253,21.761044848041525,25.567255139565983
203,3289,12.49721749652038,34.308331367159155,45.993729748553854
204,10,8.868611111111111,15.230555555555554,62.64055555555555
205,7866,11.053902569608894,33.559099680544456,42.03484252827193
206,198,12.482746121499437,38.36554245543123,51.17607211463712
207,986,6.629456515511461,23.124001522218776,39.540141970155226
208,2343,8.31792938251474,27.96689491714953,36.10235508238175
209,174304,4.236346158832206,17.599398627700023,22.527718962964915
210,4219,9.48379382135253,30.192681893542595,36.40939837611162
211,654279,2.4362173115358075,14.382882119929,17.360291731665452
212,2872,6.702472298534225,24.296693376934936,28.437865362620233
213,7474,8.276891522460545,28.770539695531024,34.07295831185394
214,190,14.830027307183558,46.64020345780762,60.65547668650794
215,13098,12.55086832009111,36.61761395098831,58.048671279354956
216,12036,9.862201388594773,28.91565221364499,47.19083588222369
217,5587,3.587061199197039,17.03242804540123,18.750384318203373
218,6326,9.771924828177601,29.59899363792501,38.378837925138804
219,8134,13.933165675275312,40.644989429293936,57.466082128600696
220,4305,7.220502313211536,24.14217161524009,30.26208211312402
221,111,8.484530867480222,26.788059632138296,47.53768593104692
222,4119,8.916177941012279,30.52018860466548,35.354514283725656
223,41422,4.881800087980765,17.614864086434437,29.655801302942802
224,162352,2.514861991634364,12.910298132016118,16.91388820191135
225,12685,5.617984494233447,26.031508678905805,25.831339090256282
226,115952,3.838410216296516,17.093372215020988,23.634336010709735
227,2761,7.167124229871248,28.926659057004382,30.854616794367775
228,7159,5.774031561565763,22.59052549031638,27.066986771096442
229,1573044,2.13301777191746,11.900675712065054,15.724334621459626
230,2861137,2.8293034067916554,15.302744238466142,19.09085854888971
231,1382409,3.0571679702187438,15.365515873488313,19.22229002636227
232,118105,3.4961191751219123,15.623093668209536,20.47869187876878
233,1086834,2.5793116925543047,13.641209155850001,17.942240034756438
234,2511391,2.08194743387679,13.306382040281749,16.448184459235254
235,5606,6.679022858269537,24.050635889770557,28.71260998596804
236,3261414,1.913255939419387,11.307655894594705,14.980625997710336
237,3609692,1.7603696121574508,11.183949249008805,14.64724224001268
238,1646466,2.180511714641531,11.371190897833495,15.341710279658779
239,2162943,2.114314871769604,11.479654217782103,15.529014167543224
240,473,8.611434758015804,25.59846625489284,35.0383930559678
241,2752,7.9549327638684595,27.989202036983077,32.587090725305664
242,4717,6.668795245325818,25.573077925739415,29.018102536061992
243,14619,4.7351777651385145,17.505265829880493,21.862568212309185
244,89651,3.987677546487651,15.561619316475507,19.105577041555687
245,49,6.338456543456544,22.449303474303473,32.800184815184814
246,1368510,2.3796333908454823,14.32185150771749,17.50550894919094
247,12721,4.570564031468085,18.304593933913466,21.074690795271326
248,2387,8.327956706024409,27.94178460396618,33.71859937395199
249,1615980,2.266735639452469,12.792320459933064,16.459215621699883
250,3076,7.485767761219884,26.438559920213194,32.10309426490499
251,79,9.593337457205104,26.535407621381882,38.20620117491441
252,1472,8.694801281871785,25.468945012169147,37.615697439484855
253,244,10.042293854372607,27.35272966830307,50.315672985962266
254,4926,9.364763070386529,28.524241097684627,36.219297800173365
255,60002,3.42428502603004,15.583972901141287,18.14922173844201
256,48023,3.4460698785109325,15.614206793913391,18.995231472466855
257,3577,6.030292485593056,22.01457438125193,27.380043916421773
258,2965,8.473703143440368,29.542980843452625,35.04651769618448
259,2338,9.340239155453347,27.662563650825728,35.93558408584391
260,41112,3.615643333710478,15.223470541446845,21.4858882174636
261,482418,4.113685907370976,19.276863016631197,23.053966280274704
262,1006662,2.3556067646159593,11.44985530664328,16.031204999900417
263,1529073,2.1729276072908696,10.665048141620163,15.217384344086485
264,691585,2.9380442426166584,14.570039331242334,17.920543611906286
265,14513,4.681744905657207,15.83429400924578,43.81540690509902
